ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,min_age,max_age,avg_age,price_per_piece
5-12,36.5878,2.0,347.0,4.5,Race to the rescue on land and sea!,60165.0,"Join the rough and ready crew of the LEGO® City coast guard and their 4x4 Response Unit, featuring a 4x4 truck with opening minifigure cab, opening rear compartment with space for tools and gear, and a detachable trailer for the included rescue craft with room for 2 minifigures, drop-down engines and spinning propellers, radio antennas, toolbox and life preservers. There’s also a diver’s dinghy with dive gear, engine and fire elements. Includes 3 minifigures, plus an octopus figure.
Includes 3 minifigures: a captain/driver, female coast guard member and a diver, plus an octopus figure.
Features a 4x4 truck with minifigure cab, radio antenna, opening rear compartment for tools and gear, and a detachable trailer for the rescue craft with a toolbox, 2 radio antennas and drop-down engines with spinning propellers.
Also includes a small diver’s dinghy with engine and a buildable buoy.
Rescue craft and dinghy float!
Hitch the trailer to the 4x4 truck and head off on a rescue call.
Grab the fire extinguisher and put out the fire.
Rescue the diver before the octopus grabs him!
Accessory elements include 2 life preservers, 2 fire elements, 2 walkie-talkies, camera, binoculars, box, megaphone, 2 bottles, 2 life vests, dive mask, flippers and a fire extinguisher.
4x4 truck measures over 4” (11cm) high, 4” (12cm) long and 2” (6cm) wide.
Trailer measures over 1” (5cm) high, 7” (18cm) long and 2” (7cm) wide.
Rescue craft measures over 3” (10cm) high, 7” (19cm) long and 2” (7cm) wide.
Diver’s dinghy measures over 1” (4cm) high, 3” (9cm) long and 1” (5cm) wide.
Octopus figure measures over 2” (6cm) long, 1” (5cm) wide and under 1” (2cm) high.
Buoy measures over 3” (8cm) high, 1” (3cm) wide and 1” (3cm) deep.",1,4 x 4 Response Unit,5.0,City,5.0,FR,5.0,12.0,8.5,0.10544034582132565
5-12,36.5878,8.0,257.0,4.2,Call the Fire Response Unit for help!,60108.0,"Be part of the crew that helps protect LEGO® City from emergencies. The Fire Response Unit features a helicopter that carries water elements in a tank and can drop water elements from its opening cargo doors, a motorcycle with a fire extinguisher, and a container with a roof element that turns when hit by the water bricks to put the fire out. Includes 3 minifigures: a pilot, firefighter and a worker.
Includes 3 minifigures: a pilot, firefighter and a worker.
Features a helicopter with rotating blades and cargo doors that open, and a motorcycle with space for a fire extinguisher.
Fly the helicopter over the container to release the water elements and turn the container roof element, putting out the fire.
Accessory elements include a welder, 2 gas canisters, trolley, fire extinguisher, wrench, 5 water bricks and a saw.
Helicopter measures over 3” (10cm) high, 12” (33cm) long and3” (8cm) wide.
Motorcycle measures over 1” (4cm) high, 2” (7cm) long and under 1” (2cm) wide.
Container with flames down measures over 2” (6cm) high, 4” (12cm) wide and 2” (6cm) deep.",3,Fire Response Unit,3.9,City,3.8,FR,5.0,12.0,8.5,0.14236498054474708
6-12,36.5878,5.0,378.0,4.8,Defend the mission and dodge a surprise in the jungle!,60159.0,"Explore what lies within the LEGO® City jungle on a Jungle Halftrack Mission, featuring a truck with tracks on the back wheels, storage space for the chain and tool elements, plus an ATV with removable crate, a buildable campfire and a buildable temple with diamond element and moveable stone that releases a spider. Includes 2 minifigures, plus panther and spider figures.
Includes 2 minifigures: male and female explorer, plus panther and spider figures.
Features a half-track truck with space in the back for a chain and tools, an ATV with removable crate, and a buildable temple with trap function and diamond element.
Move the stone to access the diamond, then hook the chain over the diamond to pull it out of the temple.
Toss the drumstick to distract the panther.
Accessory elements include a camera, machete, walkie-talkie, pan and a buildable campfire.
Halftrack truck measures over 3” (9cm) high, 5” (15cm) long and 2” (7cm) wide.
ATV measures over 1” (5cm) high, 3” (9cm) long and 1” (5cm) wide.
Temple measures over 3” (9cm) high, 2” (6cm) wide and 2” (6cm) deep.
Panther figure measures over 3” (8cm) long.",2,Jungle Halftrack Mission,4.8,City,4.6,FR,6.0,12.0,9.0,0.0967931216931217
5-12,36.5878,7.0,310.0,4.4,Haul in the helicopter to handle the heavy lifting!,60183.0,"Head to the worksite outside the city limits with the LEGO® City Heavy Cargo Transport, featuring a heavy truck with opening cab, toolbox and bull bars, a detachable extended trailer, plus a helicopter with spinning rotors, opening cockpit and a chain. This popular kids toy includes 2 minifigures.
Includes 2 minifigures: a truck driver and a helicopter pilot.
Features a heavy truck with bull bars, exhaust pipes, toolbox and opening cab, plus an extended trailer and helicopter with spinning rotors, opening cockpit and a chain.
Connect the trailer to the truck to haul the helicopter to the next job.
Drop the chain from the helicopter and hook it to the oil barrel to carry it to the worksite.
Spin the rotors and launch the helicopter off the trailer.
Accessory elements include a mug, box, wrench, shovel, walkie-talkie, fire extinguisher and an oil barrel.
This popular kids toy is suitable for ages 5-12.
Truck measures over 3” (8cm) high, 5” (14cm) long and 2” (6cm) wide.
Trailer measures over 1” (3cm) high, 10” (27cm) long and 2” (5cm) wide.
Helicopter measures over 3” (8cm) high, 8” (21cm) long and 1” (4cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Heavy Cargo Transport,4.7,City,4.7,FR,5.0,12.0,8.5,0.11802516129032259
6-12,24.3878,4.0,192.0,5.0,Jump the fire and give the crowd a thrilling show!,60180.0,"Become a legend and do the most gravity-defying stunts in the LEGO® City Monster Truck set, featuring a colorful monster truck with massive wheels, air scoop and working suspension, plus a buildable ramp and 2 fire containers with flame elements. This cool children's toy includes a minifigure.
Includes a monster truck driver minifigure.
Features a colorful monster truck with massive wheels, air scoop on the hood and working suspension, plus a buildable ramp.
Launch the monster truck off the ramp to jump over the flaming fire barrels.
Includes 2 buildable fire containers with flame elements.
This children's toy is suitable for ages 6-12.
Monster truck measures over 4” (12cm) high, 5” (14cm) long and 3” (9cm) wide.
Ramp measures over 3” (9cm) wide, 2” (6cm) deep and under 1” (2cm) high.
As seen in the LEGO® City Vehicles TV commercial.",3,Monster Truck,5.0,City,5.0,FR,6.0,12.0,9.0,0.12701979166666666
5-12,24.3878,35.0,249.0,4.6,Order a pizza to go!,60150.0,"Make and serve some pizza for your customers with the LEGO® City Pizza Van, featuring a van with opening sides and kitchen space in the back, a scooter and a buildable table with parasol. Includes two minifigures.
Includes two minifigures: a pizza van chef and a customer.
Features a Pizza Van, scooter and a buildable table with parasol.
Pizza Van features opening sides and a kitchen area for the chef to serve pizza.
Scooter features space behind the seat for a pizza box.
Set up the table with parasol.
Raise either side of the Pizza Van to open for business.
Serve the customer a full pizza, a slice or some french fries.
Accessory elements include a pizza box, full pizza, pizza slice and french fries.
This set offers an age-appropriate build and play experience for ages 5-12.
Pizza Van measures over 3” (8cm) high, 5” (14cm) long and 1” (5cm) wide.
Scooter measures over 1” (3cm) high, 1” (5cm) long and under 1” (2cm) wide.
Table with parasol measures over 2” (6cm) high, 1” (4cm) wide and 1” (4cm) deep.",2,Pizza Van,4.9,City,4.8,FR,5.0,12.0,8.5,0.09794297188755019
5-12,24.3878,11.0,214.0,4.5,Put out the burning oil barrel!,60107.0,"Be a hero in LEGO® City with the Fire Ladder Truck, featuring an extending ladder that spins 360 degrees and a pull-out fire hose with a special stud-shooter function to knock down the flames. Includes 2 minifigures: a female firefighter and a male firefighter.
Includes 2 minifigures: a female firefighter and a male firefighter.
Features a Fire Ladder Truck with extending ladder and hose, plus an oil barrel.
Move the Fire Ladder Truck into position, extend the ladder and get above the fire.
Pull out the fire hose and shoot the water elements with the stud-shooting function to put out the fire!
Accessory elements include a fire extinguisher, shovel, circular saw, water studs and an axe.
Fire Ladder Truck measures over 3” (8cm) high, 7”(20cm) long and 1” (5cm) wide.",2,Fire Ladder Truck,4.5,City,4.1,FR,5.0,12.0,8.5,0.11396168224299065
5-12,24.3878,47.0,8.0,4.2,"Switch tracks – build a bigger, more exciting railway track.",7895.0,"Switch tracks to help make your track even longer. No electricity – works with IR train sets #7897 and 7898, and can be combined with track sets #4515, 4519 and 4520.
1 right switch track
1 left switch track
4 curved rails
The 2006 train system does not use electricity, but is IR remote-controlled",1,Switching Tracks,4.1,City,3.6,FR,5.0,12.0,8.5,3.048475
5-12,24.3878,12.0,239.0,4.7,Gear up for the big race!,60148.0,"Get ready to race with the LEGO® City ATV Race Team. This set features two ATVs, a pickup truck, trailer hitch, pickup bed with adjustable ramp and a detachable trailer with adjustable ramp, plus helmets, fuel barrel and a spare tire. Includes two minifigures.
Includes two ATV rider minifigures.
Features a pickup truck, trailer and two ATVs.
Pickup truck features a pickup bed with room for an ATV, trailer hitch and a ramp.
Trailer features space up front for an extra wheel and ramp.
Load up the ATVs on the truck and trailer.
Detach the trailer from the pickup truck and unload the ATVs.
Use the wrench and fuel barrel to prep the ATVs.
Accessory elements include a wrench, fuel barrel and a spare tire.
This set offers an age-appropriate build and play experience for ages 5-12.
Pickup truck measures over 2” (7cm) high, 5” (15cm) long and 2” (6cm) wide.
Trailer measures over 1” (3cm) high, 5” (14cm) long and 2” (6cm) wide.
ATVs each measure over 1” (3cm) high, 1” (5cm) long and 1” (4cm) wide.",2,ATV Race Team,4.8,City,4.6,FR,5.0,12.0,8.5,0.1020410041841004
5-12,24.3878,8.0,144.0,4.4,Catch the crook before he tows the safe away!,60137.0,"Be part of the action with the LEGO® City police as they race after the crook trying to tow away a safe. This set includes a tow truck with winch arm and hook, police off-road bike and a police pursuit bike with radio, plus a safe with a large opening door and smaller compartment inside, money bills, jewel and other accessory elements. Includes three minifigures.
Includes three minifigures: two police officers and a crook.
Features a tow truck, a safe, police off-road bike and a police pursuit bike.
Tow truck features a movable tow arm with hook.
Police pursuit bike features a lollypop stop sign and police radio.
Also includes a safe with large opening door and smaller compartment inside, with space for money bills and a jewel.
Chase the tow truck and safe with the police bikes as the crook tries to escape.
Use the police radio to coordinate and set a trap for the crook.
Stop the tow truck and haul the crook back to jail.
Accessory elements include three money bills, a walkie-talkie, wrench, crowbar, welder’s torch, handcuffs, lollypop stop sign and a jewel.
This set offers an age-appropriate build and play experience for ages 5-12.
Tow truck measures over 2” (6cm) high, 4” (12cm) long and 1” (5cm) wide.
Off-road bike measures over 1” (3cm) high, 2” (7cm) long and 1” (3cm) wide.
Pursuit bike measures over 1” (3cm) high, 2” (7cm) long and 1” (3cm) wide.
Safe measures over 2” (6cm) high, 1” (4cm) wide and 1” (3cm) deep.",2,Tow Truck Trouble,4.3,City,4.0,FR,5.0,12.0,8.5,0.1693597222222222
5-12,24.3878,6.0,190.0,4.2,Transport the mountain snowboarder to the hospital!,60179.0,"Join the LEGO® City rescue team and fly the Ambulance Helicopter! This fun toy features spinning rotors, hatch on the back, landing gear and room for a stretcher inside, plus snowboard and radio elements, and 3 minifigures.
Includes 3 minifigures: a pilot, doctor and a snowboarder.
Features a red and yellow Ambulance Helicopter with spinning rotors, landing gear, hatch on the back and room for a stretcher inside.
Spin the rotor to launch the helicopter.
Open the hatch to fit the stretcher inside the back.
Accessory elements include a snowboard, stretcher and a radio.
This fun toy is suitable for ages 5-12.
Helicopter measures over 3” (10cm) high, 11” (29cm) long and 3” (9cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Ambulance Helicopter,3.8,City,4.7,FR,5.0,12.0,8.5,0.12835684210526316
5-12,24.3878,7.0,174.0,4.3,Load the freshly cut logs with the awesome Forest Tractor!,60181.0,"Work in nature with the LEGO® City Forest Tractor, featuring a moving arm with opening claw and massive wheels, plus a small log stand, 2 chains, 2 buildable logs, small pine tree, chainsaw and a shovel. This cool toy for kids includes a minifigure.
Includes a forest worker minifigure.
Features a Forest Tractor with massive wheels and arm with an opening claw, 2 chains, plus a small buildable log stand.
Pick up the logs with the tractor claw to move them around.
Cut the logs to the right length in the stand with the chainsaw.
Accessory elements include a chainsaw, shovel, small pine tree and 2 buildable logs.
This cool toy for kids is suitable for ages 5-12.
Forest Tractor measures over 3” (10cm) high, 7” (19cm) long and 3” (9cm) wide.
Log stand measures over 1” (4cm) wide and under 1” (2cm) high and 1” (2cm) deep.
Logs each measure over 1” (6cm) long and under 1” (2cm) high and 1” (1cm) deep.
Pine tree measures over 1” (4cm) high and under 1” (2cm) wide and 1” (2cm) deep.
As seen in the LEGO® City Vehicles TV commercial.",2,Forest Tractor,4.4,City,4.2,FR,5.0,12.0,8.5,0.14015977011494252
5-12,24.3878,3.0,141.0,4.3,Fly in and save the stranded sailor before he floats away!,60164.0,"Be part of the brave crew of the LEGO® City coast guard in the Sea Rescue Plane, featuring spinning propellers, an opening cockpit, lowering back ramp and space for the included rescue water scooter, plus a rescue raft and rescue light. Includes 2 minifigures.
Includes 2 minifigures: a rescue plane pilot and a sailor.
Features a rescue plane with spinning rotors, pontoons, opening minifigure cockpit, back ramp that lowers with space inside the plane for the included 2-minifigure rescue water scooter.
Also includes a rescue raft with space for a minifigure.
Spin the rotors to take off and head out to search for the missing sailor.
Pretend to shine the rescue light from the raft to catch the pilot’s attention in the plane.
Land the plane, open the back hatch and hop on the water scooter to rescue the stranded sailor.
Includes a rescue light accessory element.
Rescue plane measures over 3” (8cm) high, 8” (21cm) long and 9” (24cm) wide.
Rescue raft measures over 1” (3cm) high, 2” (6cm) long and 1” (4cm) wide.
Rescue water scooter measures over 2” (6cm) long, 1” (3cm) wide and under 1” (2cm) high.",2,Sea Rescue Plane,4.3,City,4.7,FR,5.0,12.0,8.5,0.17296312056737587
6-12,24.3878,5.0,201.0,4.3,Fly into the jungle and explore the hidden temple!,60158.0,"Head deep into the LEGO® City jungle with the Jungle Explorer Helicopter, featuring an opening minifigure cockpit, spinning rotors and working winch, an ATV with space for a minifigure, a treasure box and a temple with moving leaf revealing a gold-colored chalice. Includes 2 minifigures, plus a spider figure.
Includes 2 minifigures: a pilot and an explorer, plus a spider figure.
Features a helicopter with opening minifigure cockpit, spinning rotors and a working winch, plus an ATV with space for a minifigure.
Also includes a temple with moving leaf revealing a gold-colored chalice element.
Hook the helicopter winch to the ATV and fly it into the jungle.
Turn the knob to lower the ATV to the ground.
Push the leaf aside to reveal the golden cup.
Load the cup in the box to haul it back to camp with the helicopter.
Accessory elements include a box and a machete.
Helicopter including rotors measures over 3” (9cm) high, 9” (24cm) long and 7” (18cm) wide.
ATV measures over 1” (4cm) high, 2” (6cm) long and 1” (4cm) wide.
Temple measures over 1” (5cm) high, 1” (3cm) wide and 3” (9cm) deep.",3,Jungle Cargo Helicopter,4.4,City,3.8,FR,6.0,12.0,9.0,0.1213323383084577
5-12,23.1678,89.0,24.0,2.9,Get killer curves in your tracks!,7499.0,"Add flexible train tracks to your locomotive system to connect and move around obstacles and awkward shapes! Extend your rails to make your engines go places they never have before! Includes 8 straight tracks and 16 flexible tracks.
Includes 8 straight tracks and 16 flexible tracks
Note: Tracks do not conduct electricity and therefore are not compatible with LEGO® 9v trains",2,Flexible and Straight Tracks,2.5,City,2.2,FR,5.0,12.0,8.5,0.965325
5-12,18.2878,1.0,127.0,5.0,Break up the rocks and discover the treasure inside!,60185.0,"Grab your hard hat and head out with the LEGO® City Mining Power Splitter to dig for gold! This fun construction toy features a power splitter with functioning jackhammer, raising arm and rotating cab, as well as a rock pile with breakaway elements and space for a golden nugget element. Includes a minifigure and a glow-in-the-dark spider figure.
Includes a miner minifigure and a spider figure.
Features a power splitter vehicle with functioning jackhammer on a raising arm and a rotating cab.
Also includes a rock pile with breakaway elements and space for a golden nugget element and spider.
Spider glows in the dark!
Rotate the cab of the power splitter, raise the jackhammer arm and then push down the jackhammer to break open the rock pile and discover what's inside.
Accessory elements include a pickaxe and a golden nugget element.
This construction toy is suitable for ages 5-12.
Power splitter vehicle measures over 4” (12cm) high, 4” (11cm) long and 2” (6cm) wide.
Rock pile measures over 1” (5cm) high, 1” (5cm) wide and 1” (3cm) deep.",2,Mining Power Splitter,5.0,City,5.0,FR,5.0,12.0,8.5,0.1439984251968504
5-12,18.2878,1.0,126.0,5.0,Speed after the crook on an exciting river chase!,60176.0,"Pick up your badge and join the LEGO® City Mountain Police officers as they stop a Wild River Escape! This popular kids toy features a police speedboat with big outboard engine and bubble lights, a raft with big pontoons, a paddle and space for an opening box. Includes 2 minifigures and a skunk figure.
Includes 2 minifigures: a police officer and a crook, plus a skunk figure.
Features a police speedboat with big outboard engine and bubble lights, plus a raft with big pontoons, paddle and an opening box.
Pry the lid of the box open with the crowbar to put the diamonds inside.
Accessory elements include handcuffs, a crowbar and 3 diamond elements.
This popular kids toy is suitable for ages 5-12.
Police speedboat measures over 1” (4cm) high, 5” (15cm) long and 2” (6cm) wide.
Crook's raft measures over 3” (8cm) long, 2” (6cm) wide and under 1” (2cm) high.
As seen in the LEGO® City Police TV commercial.",2,Wild River Escape,5.0,City,4.0,FR,5.0,12.0,8.5,0.14514126984126985
5-12,14.6278,85.0,2.0,4.1,Add roads to your LEGO® town!,7280.0,"Expand your LEGO® town with this set of straight and crossroad plates. Includes one straight plate and one cross plate.
Each plate measures 10"" (25cm) by 10"" (25cm) or 32 studs by 32 studs.",1,Straight & Crossroad Plates,3.5,City,2.3,FR,5.0,12.0,8.5,7.3139
5-12,14.6278,40.0,2.0,4.1,Roads for your LEGO® layout!,7281.0,"Add a T-junction and curved roads to your LEGO® town with this set of building plates. Includes one T-junction plate and one curved road plate.
Each plate measures 10"" (25cm) by 10"" (25cm) or 32 studs by 32 studs.",1,T-Junction & Curved Road Plates,3.9,City,2.8,FR,5.0,12.0,8.5,7.3139
5-12,12.1878,12.0,88.0,4.5,Cruise into the jungle and make a big discovery!,60157.0,"Discover what lurks on the banks of the river in the LEGO® City jungle with the Jungle Starter Set, featuring a boat with space for gear and 3 minifigures, a tree with hidden treasure, camera and a working magnifying glass. Includes 3 minifigures, plus snake, frog and crocodile figures.
Includes 3 minifigures: a jungle explorer, scientist and a boat pilot, plus crocodile, snake and frog figures.
Features a boat with space for 3 minifigures and exploration gear.
Also includes a tree with opening door and space for hidden treasure elements.
Study the colorful frog more closely with the working magnifying glass.
Open the door in the tree and discover the hidden treasure!
Accessory elements include 3 gold-colored coins, box, camera, magnifying glass and a machete.
Boat measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Tree measures over 2” (7cm) high, 2” (6cm) wide and 2” (7cm) deep.
Crocodile figure measures over 4” (11cm) long.",2,Jungle Starter Set,4.9,City,4.6,FR,5.0,12.0,8.5,0.13849772727272727
5-12,12.1878,4.0,76.0,4.8,Rescue the surfer and be a coast guard hero!,60163.0,"Join the crew of the LEGO® City coast guard as they protect the beach with the Coast Guard Starter Set, featuring a beach tower with stairs and viewing platform, beach buggy with opening roll cage, room for 2 minifigures and space for the 2-minifigure surfboard on the roof, binoculars, 2 walkie-talkies and a small surfboard. Includes 3 minifigures and a shark figure.
Includes 3 minifigures: a lifeguard, surfer and an ATV driver, plus a shark figure.
Features a beach buggy with opening roll cage, detachable 2-minifigure surfboard on top and space for 2 minifigures.
Also includes a beach tower with stairs and viewing platform.
Call for help from the beach tower to rescue the surfer.
Open the shark’s mouth to try and take a bite of the surfboard.
Hop on the big surfboard and head out to rescue the stranded surfer before the shark gets any closer.
Accessory elements include a small surfboard, 2 walkie-talkies and a pair of binoculars.
Beach buggy measures over 2” (7cm) high, 3” (8cm) long and 1” (5cm) wide.
Beach tower measures over 3” (8cm) high, 1” (4cm) wide and 1” (5cm) deep.
Shark figure measures over 2” (7cm) long.",1,Coast Guard Starter Set,5.0,City,4.5,FR,5.0,12.0,8.5,0.1603657894736842
5-12,12.1878,2.0,82.0,4.5,Blow up the rock pile and discover gold!,60184.0,"Grab your hard hat and head out with the LEGO® City Mining Team to dig for gold! This fun building toy features a rock pile with space for golden nugget elements and breakaway elements, as well as a dumper with tipping bed and space for a minifigure, and a research station. Includes 4 minifigures and a glow-in-the-dark spider figure.
Includes 4 miner minifigures and a spider figure.
Features a dumper with tipping bed and space for a minifigure.
Also includes a research station with space for golden nugget elements and a rock pile with breakaway elements, space for a dynamite stick element and golden nugget elements.
Spider glows in the dark!
Set the dynamite element on the rock pile and push the handle down to break it apart.
Shovel the nuggets into the dumper to haul them back to camp.
Accessory elements include 2 golden nugget elements, 1 dynamite stick element, demolition plunger, mug, shovel and a pickaxe.
This building toy is suitable for ages 5-12.
Dumper measures over 1” (4cm) high, 2” (6cm) long and 1” (5cm) wide.
Rock pile measures over 1” (4cm) high, 2” (7cm) wide and 1” (5cm) deep.
Research station measures over 1” (5cm) high, 1” (3cm) wide and under 1” (2cm) deep.",1,Mining Team,5.0,City,4.0,FR,5.0,12.0,8.5,0.14863170731707318
5-12,12.1878,1.0,78.0,4.0,Climb in the cockpit and set a new speed record!,60178.0,"Take the wheel and wait for the green light with the powerful LEGO® City Speed Record Car! This fast vehicle construction toy features an opening cockpit, iconic flame elements and a large rear wing. Includes a minifigure.
Includes a driver minifigure.
Features a streamlined car with opening cockpit, flame elements and large rear wing.
Close the cockpit to make sure there’s no air drag while you race.
This construction toy is suitable for ages 5-12.
Speed Record Car measures over 2” (6cm) high, 8” (20cm) long and 3” (8cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Speed Record Car,5.0,City,4.0,FR,5.0,12.0,8.5,0.15625384615384613
5-12,7.3078,2.0,37.0,4.5,Catch the crook before he escapes with the loot!,60170.0,"Pick up your badge and join the LEGO® City Mountain Police officer on an Off-Road Chase to help stop the crook! This fun building toy set features a crook’s hideout with space for loot and greenery and a police motocross bike with off-road tires and kickstand. Includes 2 minifigures and a snake figure.
Includes 2 minifigures: a police officer and crook, plus a snake figure.
Features a crook hideout with greenery and space for loot.
Also includes a police motocross bike with kickstand and off-road tires.
Wedge the crowbar into the hole in the hideout to recover the jewels.
Accessory elements include 2 jewel elements, a crowbar and handcuffs.
This fun building toy set is suitable for ages 5-12.
Motocross bike measures over 1” (4cm) high, 2” (7cm) long and 1” (3cm) wide.
Hideout measures over 1” (5cm) high, 1” (5cm) wide and 1” (4cm) deep.",1,Off-Road Chase,4.5,City,5.0,FR,5.0,12.0,8.5,0.19750810810810812
5-12,7.3078,5.0,53.0,3.8,Explore the depths of the jungle and find something amazing!,60156.0,"Go exploring in the wilds of the LEGO® City jungle with the Jungle Buggy featuring a minifigure cockpit and space in the back for machete and binoculars elements, plus a buildable statue with hidden diamond element, moving leaf and a red spider figure. Includes a minifigure.
Includes an explorer minifigure and a spider figure.
Features a buggy with a minifigure cockpit.
Also includes a statue with a moving leaf and hidden diamond element.
Rotate the leaf to reveal the hidden diamond.
Accessory elements include a machete and pair of binoculars.
Buggy measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Statue measures over 1” (4cm) high, 1” (5cm) wide and 1” (3cm) deep.",2,Jungle Buggy,3.6,City,4.2,FR,5.0,12.0,8.5,0.13788301886792453
5-12,48.7878,10.0,169.0,4.3,Pack your city with a bunch of new people!,60153.0,"Grow your LEGO® City population with this people pack, featuring a wide range of minifigures and endless possibilities for activities, with windsurfing and kayaking, volleyball net with ball, trees with hammock and an ice cream stand. Includes 15 minifigures plus dog, fish, dolphin and lobster figures.
Includes 15 male and female adult and child minifigures, plus dog, dolphin, lobster and fish figures.
Features a range of buildable models for a colorful beach setting.
Hop on the surfboard, put up the sail and take a fast ride on the waves.
Paddle the kayak out into the water and have a nice float along the coast.
Get some ice cream at the ice cream stand, and then relax in the hammock with your mp3 player.
Build a sand castle on the beach.
Accessory elements include a kayak with paddle, beach lifeguard tower, megaphone, binoculars, volleyball net and ball, hammock, 2 trees, mp3 player, ice cream stand with ice cream and extra cone, money note, parasol, camera, sand castle, shovel, bucket, bin, broom, banana, gold-colored coin element, metal detector and a radio.",1,People pack – Fun at the beach,4.1,City,3.6,FR,5.0,12.0,8.5,0.2886852071005917
5-12,11.186,2.0,87.0,4.5,Wow the crowds in the sleek Airshow Jet!,60177.0,"Get ready to put on an amazing show with the LEGO® City Airshow Jet, featuring an opening cockpit, cool decorations and landing gear. This fun building toy includes a minifigure.
Includes a pilot minifigure.
Features a colorful jet with cool decorations, landing gear and an opening cockpit.
Lift up the cockpit so the pilot can get in and take off!
This building toy is suitable for ages 5-12.
Airshow jet measures over 2” (7cm) high, 7” (18cm) long and 5” (14cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Airshow Jet,4.5,City,5.0,GB,5.0,12.0,8.5,0.12857471264367817
6-12,209.986,35.0,888.0,4.7,Move heavy goods across LEGO® City with the Cargo Train!,60052.0,"Move heavy goods – and animals! – around the city with the super-powerful LEGO® City Cargo Train! This awesome motorized train with 4-channel, 7-speed, infrared remote control can transport almost anything. So it’s your job to make sure the cargo is in the right place at the right time to keep the city running smoothly. Attach the cattle wagon and 2 cargo wagons together and pull them around the circular rail track with the locomotive. Operate the forklift to move the pallets safely between the wagons and truck. Keep track of all the cargo leaving and arriving in the office at the impressive cargo train station. There you can use the sliding overhead crane with hook to move heavy cargo between vehicles or onto the ground. With so many play functions and cool features, this really is the ultimate set for train enthusiasts! Includes 4 minifigures: forklift driver, train driver, farmer and a truck driver.
Includes 4 minifigures: forklift driver, train driver, farmer and a truck driver
Cargo Train features a motorized locomotive with 8-channel, 7-speed infrared remote control, driver’s cabin with opening doors and dashboard, plus a cattle wagon and 2 cargo wagons
Cattle wagon features a cow, trough, bales of straw, bucket of milk and a strong fence with 2 gates
Fuel wagon features a fuel tank with chain, pallet with wheelbarrow and a forklift
Cable drum wagon features 2 large cable drums in holders and a lifting chain
Truck features a driver’s cab with cup and a large flatbed for the fuel tank
Cargo train station features a sliding overhead crane with hook to load and unload heavy-duty cargo, office with computer and cup, sack barrow, trash bin and a fire extinguisher
Includes a full circular track with 20 curved rail tracks and 8 straight rail tracks
Also includes a forklift
Operate the Cargo Train with the 7-speed infrared remote control
Attach the wagons and drive the train around the curved track
Load and unload the cargo with the powerful forklift
Move cargo from the train wagons to the truck at the cargo train station",3,Cargo Train,4.4,City,3.8,GB,6.0,12.0,9.0,0.2364707207207207
6-12,153.986,45.0,610.0,4.4,Get around LEGO® City fast in the High-speed Passenger Train!,60051.0,"Travel around the city in no time with the motorized LEGO® City High-speed Passenger Train! Operate the 8-channel, 7-speed infrared remote control to power around the curved tracks at top speed. This streamlined, super-efficient train has a high-speed front profile and electricity contact points on top. Lift off the roof of the front car to place the driver inside at the cool dashboard and open the passenger cars to access the seats and tables. Wait for the train with the traveler at the way station, and pedal safely across the crossing with the cyclist once the train has gone past. Includes 3 minifigures: train driver, traveler and a cyclist.
Includes 3 minifigures: train driver, traveler and a cyclist
Features motorized locomotive with 8-channel, 7-speed infrared remote control, high-speed front profile, removable roof with electricity contact point and driver’s cabin with dashboard, plus rear passenger car with removable roofs with electricity contact point, seats and tables, and a middle passenger car with removable roof, seats and tables
Way station features small platform with 2 seats, map of train services, warning sign, lights and a crossing
Includes a full circular track with 16 curved rail tracks and 4 straight rail tracks
Also includes a bicycle
Lift off the roof to access the driver’s cabin with cool dashboard
Operate the train with the 7-speed infrared remote control
Drive to the way station and pick up passengers
Stop at the crossing with the cyclist and wait for the train to pass
High-speed Passenger Train in total measures over 4” (12cm) high, 30” (77cm) long and 1” (5cm) wide
Front and rear cars each measure over 4” (11cm) high, 10” (27cm) long and 1” (5cm) wide
Middle car measures 3” (10cm) high, 8” (22cm) long and 1” (5cm) wide
Curved rail tracks each measure over 5” (14cm) long and 2” (7cm) wide
Straight rail tracks each measure over 5” (13cm) long and 2” (6cm) wide
Way station measures 2” (7cm) high, 7” (19cm) wide and 5” (13cm) deep",3,High-speed Passenger Train,4.4,City,4.0,GB,6.0,12.0,9.0,0.25243606557377046
